time_s,project,scenario,base_hash,object_type,object_id,signal,value,unit,stage,iter,note
1.0,1S5T,application,hash,Node,S1,I_A,-9000.0,A,NET,,
1.0,1S5T,application,hash,Node,S1,P_W,-8100000.0,W,NET,,
1.0,1S5T,application,hash,Node,S2,V_V,900.0,V,NET,,
1.0,1S5T,application,hash,Node,S2,I_A,-0.0,A,NET,,
1.0,1S5T,application,hash,Node,S2,P_W,-0.0,W,NET,,
1.0,1S5T,application,hash,Node,S3,V_V,900.0,V,NET,,
1.0,1S5T,application,hash,Node,S3,I_A,-0.0,A,NET,,
1.0,1S5T,application,hash,Node,S3,P_W,-0.0,W,NET,,
1.0,1S5T,application,hash,Sub,SS0,V_V,900.0,V,NET,,
1.0,1S5T,application,hash,Sub,SS0,I_A,0.0,A,NET,,
1.0,1S5T,application,hash,Sub,SS0,P_net_W,0.0,W,NET,,
1.0,1S5T,application,hash,Sub,SS0,P_loss_W,0.0,W,NET,,
1.0,1S5T,application,hash,Sub,SS1,V_V,900.0,V,NET,,
1.0,1S5T,application,hash,Sub,SS1,I_A,0.0,A,NET,,
1.0,1S5T,application,hash,Sub,SS1,P_net_W,0.0,W,NET,,
1.0,1S5T,application,hash,Sub,SS1,P_loss_W,0.0,W,NET,,
1.0,1S5T,application,hash,Sub,SS2,V_V,900.0,V,NET,,
1.0,1S5T,application,hash,Sub,SS2,I_A,0.0,A,NET,,
1.0,1S5T,application,hash,Sub,SS2,P_net_W,0.0,W,NET,,
1.0,1S5T,application,hash,Sub,SS2,P_loss_W,0.0,W,NET,,
1.0,1S5T,application,hash,Train,Train3,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train2,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train1,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train5,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train4,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train3,P_net_W,0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train2,P_net_W,0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train1,P_net_W,0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train5,P_net_W,0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train4,P_net_W,0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train1,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train2,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train4,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train3,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train5,V_V,0.0,V,NET,1,
1.0,1S5T,application,hash,Train,Train3,P_brk_req_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train3,P_brk_net_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train3,P_brk_res_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train2,P_brk_req_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train2,P_brk_net_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train2,P_brk_res_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train1,P_brk_req_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train1,P_brk_net_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train1,P_brk_res_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train5,P_brk_req_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train5,P_brk_net_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train5,P_brk_res_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train4,P_brk_req_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train4,P_brk_net_W,-0.0,W,NET,1,
1.0,1S5T,application,hash,Train,Train4,P_brk_res_W,-0.0,W,NET,1,
-9.0,1S5T,application,hash,Train,Train2,pos_node_abs_m,0.0,m,GMA-abs,,
-9.0,1S5T,application,hash,Train,Train2,pos_node_m,0.0,m,GMA-pos,,
2.0,1S5T,application,hash,Train,Train4,mot_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train4,brk_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train4,aux_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train4,pos_m,0.0,m,TA,,
2.0,1S5T,application,hash,Train,Train4,speed_mps,0.0,m/s,TA,,
2.0,1S5T,application,hash,Train,Train2,mot_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train2,brk_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train2,aux_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train2,pos_m,0.0,m,TA,,
2.0,1S5T,application,hash,Train,Train2,speed_mps,0.0,m/s,TA,,
2.0,1S5T,application,hash,Train,Train3,mot_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train3,brk_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train3,aux_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train3,pos_m,0.0,m,TA,,
2.0,1S5T,application,hash,Train,Train3,speed_mps,0.0,m/s,TA,,
2.0,1S5T,application,hash,Train,Train1,mot_W,200000.0,W,TA,,
2.0,1S5T,application,hash,Train,Train1,brk_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train1,aux_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train1,pos_m,102.0,m,TA,,
2.0,1S5T,application,hash,Train,Train1,speed_mps,7.2,m/s,TA,,
1.0,1S5T,application,hash,Train,Train1,pos_node_abs_m,100.0,m,GMA-abs,,
1.0,1S5T,application,hash,Train,Train1,pos_node_m,100.0,m,GMA-pos,,
2.0,1S5T,application,hash,Train,Train5,mot_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train5,brk_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train5,aux_W,0.0,W,TA,,
2.0,1S5T,application,hash,Train,Train5,pos_m,0.0,m,TA,,
2.0,1S5T,application,hash,Train,Train5,speed_mps,0.0,m/s,TA,,
-39.0,1S5T,application,hash,Train,Train5,pos_node_abs_m,0.0,m,GMA-abs,,
-39.0,1S5T,application,hash,Train,Train5,pos_node_m,0.0,m,GMA-pos,,
-19.0,1S5T,application,hash,Train,Train3,pos_node_abs_m,0.0,m,GMA-abs,,
-19.0,1S5T,application,hash,Train,Train3,pos_node_m,0.0,m,GMA-pos,,
-29.0,1S5T,application,hash,Train,Train4,pos_node_abs_m,0.0,m,GMA-abs,,
-29.0,1S5T,application,hash,Train,Train4,pos_node_m,0.0,m,GMA-pos,,
2.0,1S5T,application,hash,Train,Train1,brk_prof_kW,0.0,kW,GMA-prof,,
2.0,1S5T,application,hash,Train,Train1,req_trac_W,100000.0,W,GMA-A,,
2.0,1S5T,application,hash,Train,Train2,brk_prof_kW,0.0,kW,GMA-prof,,
2.0,1S5T,application,hash,Train,Train2,req_trac_W,0.0,W,GMA-A,,
2.0,1S5T,application,hash,Train,Train4,brk_prof_kW,0.0,kW,GMA-prof,,
2.0,1S5T,application,hash,Train,Train4,req_trac_W,0.0,W,GMA-A,,
2.0,1S5T,application,hash,Train,Train3,brk_prof_kW,0.0,kW,GMA-prof,,
2.0,1S5T,application,hash,Train,Train3,req_trac_W,0.0,W,GMA-A,,
2.0,1S5T,application,hash,Train,Train5,brk_prof_kW,0.0,kW,GMA-prof,,
2.0,1S5T,application,hash,Train,Train5,req_trac_W,0.0,W,GMA-A,,
2.0,1S5T,application,hash,Train,Train1,alpha_derate,0.0,,SOLVER,0,
2.0,1S5T,application,hash,Train,Train1,V_node_V,0.0,V,SOLVER,0,
2.0,1S5T,application,hash,Train,Train2,alpha_derate,0.0,,SOLVER,0,
2.0,1S5T,application,hash,Train,Train2,V_node_V,0.0,V,SOLVER,0,
2.0,1S5T,application,hash,Train,Train4,alpha_derate,0.0,,SOLVER,0,
2.0,1S5T,application,hash,Train,Train4,V_node_V,0.0,V,SOLVER,0,
2.0,1S5T,application,hash,Train,Train3,alpha_derate,0.0,,SOLVER,0,
2.0,1S5T,application,hash,Train,Train3,V_node_V,0.0,V,SOLVER,0,
2.0,1S5T,application,hash,Train,Train5,alpha_derate,0.0,,SOLVER,0,
2.0,1S5T,application,hash,Train,Train5,V_node_V,0.0,V,SOLVER,0,
