time_s,project,scenario,base_hash,object_type,object_id,signal,value,unit,stage,iter,note
6.0,3S2T,application,hash,Train,Train1,alpha_derate,0.0,,SOLVER,0,
6.0,3S2T,application,hash,Train,Train1,V_node_V,0.0,V,SOLVER,0,
6.0,3S2T,application,hash,Train,Train2,alpha_derate,0.0,,SOLVER,0,
6.0,3S2T,application,hash,Train,Train2,V_node_V,0.0,V,SOLVER,0,
6.0,3S2T,application,hash,Train,Train1,alpha_derate,1.0,,SOLVER,1,
6.0,3S2T,application,hash,Train,Train1,V_node_V,899.9999999999999,V,SOLVER,1,
6.0,3S2T,application,hash,Train,Train2,alpha_derate,1.0,,SOLVER,1,
6.0,3S2T,application,hash,Train,Train2,V_node_V,899.9999999999999,V,SOLVER,1,
6.0,3S2T,application,hash,Train,Train1,alpha_derate,0.0,,SOLVER,2,
6.0,3S2T,application,hash,Train,Train1,V_node_V,276.6251617154096,V,SOLVER,2,
6.0,3S2T,application,hash,Train,Train2,alpha_derate,0.0,,SOLVER,2,
6.0,3S2T,application,hash,Train,Train2,V_node_V,276.6251617154096,V,SOLVER,2,
